Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nDSX_mean,nDSX_var,nDSX_stdev,nDSX_max,nDSX_min,nDSX_median,nDSX_muc,nDSX_notempty,cDSX_mean,cDSX_var,cDSX_stdev,cDSX_max,cDSX_min,cDSX_median,cDSX_muc,cDSX_notempty
52,2516.000000,251104.000000,1340564.000000,3774.000000,99.802861,532.815580,1.500000,3145.000000,104290.429252,211782.219395,-70019.472178,-0.000000,0.000000,0.091905,3.047639,6.188831,-2.046152,-0.000000,0.000000,9.328376,15.523466,1.348670,9.328376,3.939983,1.104846,18.000000,13.000000,2.000000,533,100,2,520,82,0,546,118,3,4.560810,  1142.659918,    33.803253,   255.000000,     0.000000,     0.000000, 11475.000000,45,1.618044,    22.379300,     4.730676,    74.000000,     0.000000,     0.000000,  4071.000000,577
53,2480.000000,249284.000000,1436872.000000,3720.000000,100.517741,579.383870,1.500000,3100.000000,123738.554838,175547.219354,76835.109677,-0.000000,0.000000,0.092347,3.686119,5.229478,2.288885,-0.000000,0.000000,9.007946,14.860821,1.296329,9.007946,3.854973,1.090364,19.000000,14.000000,2.000000,579,101,2,565,82,0,593,118,3,4.421370,  1108.347990,    33.291860,   255.000000,     0.000000,     0.000000, 10965.000000,43,1.774999,    29.203892,     5.404062,    78.000000,     0.000000,     0.000000,  4402.000000,649
54,6028.000000,639984.000000,1339352.000000,9042.000000,106.168546,222.188453,1.500000,7535.000000,789409.916389,1067972.756469,-345919.469143,0.000000,0.000000,0.068683,7.195675,9.734848,-3.153145,0.000000,0.000000,16.999207,61.269331,4.128322,16.999207,7.827472,1.604197,32.000000,28.000000,2.000000,222,106,2,200,83,0,250,138,3,4.272561,  1071.426112,    32.732645,   255.000000,     0.000000,     0.000000, 25755.000000,101,1.859157,    26.857047,     5.182378,    64.000000,     0.000000,     0.000000, 11207.000000,1531
55,1224.000000,117916.000000,435696.000000,1836.000000,96.336601,355.960784,1.500000,1530.000000,26006.117647,39593.320261,-307.843137,0.000000,0.000000,0.116855,1.986248,3.023987,-0.023511,0.000000,0.000000,5.127092,6.591313,0.701815,5.127092,2.567355,0.888671,15.000000,11.000000,2.000000,356,96,2,345,84,0,367,111,3,8.958333,  2205.925490,    46.967281,   255.000000,     0.000000,     0.000000, 10965.000000,43,2.209150,    36.804952,     6.066708,    52.000000,     0.000000,     0.000000,  2704.000000,340
56,1892.000000,183460.000000,964872.000000,2838.000000,96.966173,509.974630,1.500000,2365.000000,75846.782241,90021.835095,-813.623678,-0.000000,0.000000,0.101065,3.241223,3.846977,-0.034769,-0.000000,0.000000,7.189266,13.184078,1.260055,7.189266,3.630988,1.080098,18.000000,14.000000,2.000000,510,97,2,497,86,0,524,115,3,5.256342,  1313.432402,    36.241307,   255.000000,     0.000000,     0.000000,  9945.000000,39,2.415961,    51.285900,     7.161417,    85.000000,     0.000000,     0.000000,  4571.000000,536
57,936.000000,91564.000000,519128.000000,1404.000000,97.824786,554.623931,1.500000,1170.000000,15827.623931,22151.264957,4402.324786,0.000000,0.000000,0.127786,1.728679,2.419342,0.480818,0.000000,0.000000,4.275809,4.481144,0.504894,4.275809,2.116871,0.796282,12.000000,9.000000,2.000000,555,98,2,546,86,0,563,108,3,4.631410,  1160.799825,    34.070512,   255.000000,     0.000000,     0.000000,  4335.000000,17,1.376068,    21.967512,     4.686951,    45.000000,     0.000000,     0.000000,  1288.000000,171
58,3052.000000,320952.000000,999804.000000,4578.000000,105.161205,327.589777,1.500000,3815.000000,336834.401048,138772.686762,74977.829619,-0.000000,0.000000,0.086175,7.608582,3.134666,1.693636,-0.000000,0.000000,10.829423,21.907761,1.808122,10.829423,4.680572,1.218267,17.000000,21.000000,2.000000,328,105,2,308,89,0,349,122,3,12.115006,  2943.517742,    54.254195,   255.000000,     0.000000,     0.000000, 36975.000000,145,3.795871,   119.678737,    10.939777,   129.000000,     0.000000,     0.000000, 11585.000000,1155
59,2740.000000,320392.000000,1013940.000000,4110.000000,116.931386,370.051094,1.500000,3425.000000,103692.846715,354503.100729,-19234.394160,-0.000000,0.000000,0.089329,2.704465,9.245973,-0.501661,-0.000000,0.000000,12.039767,25.821268,2.211230,12.039767,5.081463,1.302800,25.000000,16.000000,2.000000,370,117,2,354,94,0,385,142,3,8.282846,  2044.266445,    45.213564,   255.000000,     0.000000,     0.000000, 22695.000000,89,2.857664,    59.551109,     7.716936,    75.000000,     0.000000,     0.000000,  7830.000000,770
60,2512.000000,281052.000000,1059196.000000,3768.000000,111.883757,421.654458,1.500000,3140.000000,119312.070063,150178.057324,-9904.898089,0.000000,0.000000,0.091953,3.494015,4.397916,-0.290061,0.000000,0.000000,7.983886,16.007947,1.405262,7.983886,4.000993,1.120088,18.000000,15.000000,2.000000,422,112,2,407,94,0,436,130,3,4.669585,  1169.404920,    34.196562,   255.000000,     0.000000,     0.000000, 11730.000000,46,3.166799,    56.710916,     7.530665,    61.000000,     0.000000,     0.000000,  7955.000000,811
61,1224.000000,126624.000000,790364.000000,1836.000000,103.450980,645.722222,1.500000,1530.000000,41357.555555,26199.058823,1453.333333,0.000000,0.000000,0.116855,3.158733,2.000984,0.111000,0.000000,0.000000,5.276573,6.911198,0.737155,5.276573,2.628915,0.903343,11.000000,14.000000,2.000000,646,103,2,634,94,0,660,114,3,1.458333,   370.050592,    19.236699,   255.000000,     0.000000,     0.000000,  1785.000000,7,1.352941,    12.516377,     3.537849,    29.000000,     0.000000,     0.000000,  1656.000000,286
62,56.000000,5416.000000,10156.000000,84.000000,96.714285,181.357142,1.500000,70.000000,148.857142,67.428571,65.714285,0.000000,0.000000,0.326723,0.694788,0.314721,0.306720,0.000000,0.000000,1.336233,0.454418,0.040705,1.336233,0.674105,0.343994,2.000000,3.000000,2.000000,181,97,2,179,95,0,184,99,3,9.107142,  2280.097402,    47.750365,   255.000000,     0.000000,     0.000000,   510.000000,2,1.125000,    14.438636,     3.799820,    19.000000,     0.000000,     0.000000,    63.000000,7
63,2468.000000,277140.000000,1539572.000000,3702.000000,112.293354,623.813614,1.500000,3085.000000,79286.262560,200591.611021,26378.943273,-0.000000,0.000000,0.092497,2.377229,6.014311,0.790916,-0.000000,0.000000,8.484037,14.448041,1.264606,8.484037,3.801057,1.081397,20.000000,12.000000,2.000000,624,112,2,612,95,0,635,132,3,2.996353,   755.398041,    27.484505,   255.000000,     0.000000,     0.000000,  7395.000000,29,2.066855,    21.222524,     4.606791,    48.000000,     0.000000,     0.000000,  5101.000000,755
64,984.000000,108184.000000,593768.000000,1476.000000,109.943089,603.422764,1.500000,1230.000000,16928.130081,32604.813008,671.674796,0.000000,0.000000,0.125673,1.729612,3.331360,0.068627,0.000000,0.000000,5.186646,6.393284,0.723536,5.186646,2.528494,0.897745,12.000000,9.000000,2.000000,603,110,2,595,98,0,612,120,3,2.591463,   654.772907,    25.588530,   255.000000,     0.000000,     0.000000,  2550.000000,10,2.276422,    37.941824,     6.159693,    42.000000,     0.000000,     0.000000,  2240.000000,256
65,2176.000000,247628.000000,369000.000000,3264.000000,113.799632,169.577205,1.500000,2720.000000,190011.029411,103420.639705,-93824.338235,-0.000000,0.000000,0.096462,6.738557,3.667713,-3.327389,-0.000000,0.000000,10.502733,14.647387,1.316088,10.502733,3.827190,1.095876,17.000000,19.000000,2.000000,170,114,2,151,101,0,189,131,3,1.992187,   504.270743,    22.455973,   255.000000,     0.000000,     0.000000,  4335.000000,17,3.061121,    40.572354,     6.369643,    95.000000,     0.000000,     0.000000,  6661.000000,764
66,1180.000000,136828.000000,541008.000000,1770.000000,115.955932,458.481355,1.500000,1475.000000,16566.589830,53897.708474,-3526.969491,-0.000000,0.000000,0.118290,1.328588,4.322426,-0.282851,-0.000000,0.000000,5.769305,6.331181,0.669845,5.769305,2.516183,0.874966,13.000000,8.000000,2.000000,458,116,2,450,103,0,465,129,3,7.347457,  1821.159917,    42.675050,   255.000000,     0.000000,     0.000000,  8670.000000,34,1.566949,    15.092206,     3.884868,    30.000000,     0.000000,     0.000000,  1849.000000,289
67,2152.000000,253292.000000,1071968.000000,3228.000000,117.700743,498.126394,1.500000,2690.000000,109797.620817,92995.278810,31153.397769,-0.000000,0.000000,0.096819,3.951875,3.347119,1.121284,-0.000000,0.000000,7.395814,12.676805,1.158940,7.395814,3.560450,1.050397,15.000000,18.000000,2.000000,498,118,2,484,103,0,516,132,3,7.228159,  1791.767072,    42.329269,   255.000000,     0.000000,     0.000000, 15555.000000,61,1.811338,    34.718458,     5.892237,    55.000000,     0.000000,     0.000000,  3898.000000,445
68,1784.000000,220820.000000,454780.000000,2676.000000,123.778026,254.921524,1.500000,2230.000000,72225.013452,136020.098654,66160.923766,-0.000000,0.000000,0.103065,3.338062,6.286514,3.057795,-0.000000,0.000000,9.727642,12.626626,1.199128,9.727642,3.553396,1.062401,20.000000,16.000000,2.000000,255,124,2,240,104,0,271,140,3,4.288116,  1075.684749,    32.797633,   255.000000,     0.000000,     0.000000,  7650.000000,30,2.552130,    49.412872,     7.029429,    67.000000,     0.000000,     0.000000,  4553.000000,498
69,772.000000,88308.000000,342448.000000,1158.000000,114.388601,443.585492,1.500000,965.000000,7147.357512,24095.419689,-4703.647668,0.000000,0.000000,0.136260,1.009227,3.402343,-0.664168,0.000000,0.000000,4.547831,3.593742,0.407776,4.547831,1.895716,0.741550,12.000000,6.000000,2.000000,444,114,2,438,104,0,450,126,3,8.257772,  2040.183791,    45.168393,   255.000000,     0.000000,     0.000000,  6375.000000,25,2.164507,    34.843200,     5.902812,    38.000000,     0.000000,     0.000000,  1671.000000,183
70,884.000000,103968.000000,498324.000000,1326.000000,117.610859,563.714932,1.500000,1105.000000,10556.162895,25466.135746,-2218.063348,-0.000000,0.000000,0.130244,1.244236,3.001649,-0.261439,-0.000000,0.000000,4.376131,4.219416,0.477529,4.376131,2.054121,0.781628,12.000000,8.000000,2.000000,564,118,2,557,106,0,572,129,3,5.769230,  1439.498214,    37.940719,   255.000000,     0.000000,     0.000000,  5100.000000,20,2.064479,    21.478283,     4.634466,    33.000000,     0.000000,     0.000000,  1825.000000,264
71,2104.000000,258552.000000,826864.000000,3156.000000,122.885931,392.996197,1.500000,2630.000000,148247.969581,68876.623574,30255.087452,-0.000000,0.000000,0.097550,5.498713,2.554725,1.122201,-0.000000,0.000000,8.150989,13.573981,1.247507,8.150989,3.684288,1.076500,14.000000,17.000000,2.000000,393,123,2,377,109,0,410,134,3,11.756178,  2860.977612,    53.488107,   255.000000,     0.000000,     0.000000, 24735.000000,97,2.475760,    34.974210,     5.913899,    41.000000,     0.000000,     0.000000,  5209.000000,642
72,2492.000000,310108.000000,1349788.000000,3738.000000,124.441412,541.648475,1.500000,3115.000000,172152.064205,116582.446227,-24521.322632,0.000000,0.000000,0.092199,5.095437,3.450662,-0.725793,0.000000,0.000000,8.638299,17.843802,1.572537,8.638299,4.224192,1.162876,15.000000,19.000000,2.000000,542,124,2,523,109,0,556,139,3,4.093097,  1027.398796,    32.053062,   255.000000,     0.000000,     0.000000, 10200.000000,40,1.920144,    35.297113,     5.941137,    68.000000,     0.000000,     0.000000,  4785.000000,614
73,2472.000000,314632.000000,1672464.000000,3708.000000,127.278317,676.563106,1.500000,3090.000000,139280.155339,154496.517799,60460.582524,0.000000,0.000000,0.092447,4.167010,4.622256,1.808871,0.000000,0.000000,8.881714,16.801521,1.478136,8.881714,4.098965,1.139125,18.000000,17.000000,2.000000,677,127,2,664,109,0,694,141,3,3.507281,   882.412735,    29.705432,   255.000000,     0.000000,     0.000000,  8670.000000,34,1.919902,    24.165981,     4.915890,    52.000000,     0.000000,     0.000000,  4746.000000,622
74,1540.000000,189672.000000,1005288.000000,2310.000000,123.163636,652.784415,1.500000,1925.000000,47812.425974,57314.763636,6166.327272,-0.000000,0.000000,0.108243,2.688519,3.222840,0.346736,-0.000000,0.000000,6.019604,9.184312,0.924883,6.019604,3.030563,0.974306,13.000000,14.000000,2.000000,653,123,2,639,111,0,662,136,3,5.795454,  1445.192052,    38.015681,   255.000000,     0.000000,     0.000000,  8925.000000,35,1.905844,    18.147724,     4.260014,    35.000000,     0.000000,     0.000000,  2935.000000,445
75,1976.000000,257692.000000,379792.000000,2964.000000,130.410931,192.202429,1.500000,2470.000000,100487.028340,87454.323886,30751.627530,0.000000,0.000000,0.099612,4.052540,3.526945,1.240182,0.000000,0.000000,7.679098,13.510049,1.270562,7.679098,3.675601,1.083092,15.000000,16.000000,2.000000,192,130,2,179,115,0,208,144,3,3.355263,   844.761825,    29.064786,   255.000000,     0.000000,     0.000000,  6630.000000,26,1.401315,    14.547218,     3.814081,    33.000000,     0.000000,     0.000000,  2769.000000,465
76,1240.000000,157552.000000,432176.000000,1860.000000,127.058064,348.529032,1.500000,1550.000000,28884.954838,38315.819354,9749.909677,-0.000000,0.000000,0.116350,2.168250,2.876178,0.731877,-0.000000,0.000000,5.160780,6.287554,0.663273,5.160780,2.507499,0.872095,12.000000,11.000000,2.000000,349,127,2,338,115,0,359,139,3,5.346774,  1335.916777,    36.550195,   255.000000,     0.000000,     0.000000,  6630.000000,26,2.887096,    57.761253,     7.600082,    68.000000,     0.000000,     0.000000,  3580.000000,473
77,3048.000000,420560.000000,1433068.000000,4572.000000,137.979002,470.166666,1.500000,3810.000000,160767.333333,339158.656167,-108909.333333,0.000000,0.000000,0.086212,3.637847,7.674491,-2.464403,0.000000,0.000000,11.398552,22.820616,1.883348,11.398552,4.777092,1.234933,23.000000,17.000000,2.000000,470,138,2,453,115,0,486,158,3,5.270669,  1316.672693,    36.285984,   255.000000,     0.000000,     0.000000, 16065.000000,63,2.661745,    46.252136,     6.800892,    62.000000,     0.000000,     0.000000,  8113.000000,925
78,1976.000000,262420.000000,469096.000000,2964.000000,132.803643,237.396761,1.500000,2470.000000,89008.939271,95783.813765,38145.943319,0.000000,0.000000,0.099612,3.589641,3.862865,1.538387,0.000000,0.000000,7.552118,12.242026,1.145511,7.552118,3.498860,1.046324,17.000000,17.000000,2.000000,237,133,2,225,116,0,254,146,3,11.743421,  2858.110842,    53.461302,   255.000000,     0.000000,     0.000000, 23205.000000,91,2.926619,    59.346004,     7.703635,   133.000000,     0.000000,     0.000000,  5783.000000,625
79,828.000000,103836.000000,479748.000000,1242.000000,125.405797,579.405797,1.500000,1035.000000,14391.652173,15319.652173,603.652173,-0.000000,0.000000,0.133116,1.850987,1.970342,0.077638,-0.000000,0.000000,3.954447,4.149736,0.484685,3.954447,2.037090,0.785513,9.000000,11.000000,2.000000,579,125,2,571,116,0,590,133,3,4.619565,  1158.047355,    34.030094,   255.000000,     0.000000,     0.000000,  3825.000000,15,1.867149,    45.435775,     6.740606,    64.000000,     0.000000,     0.000000,  1546.000000,162
80,5244.000000,720636.000000,1670912.000000,7866.000000,137.421052,318.633104,1.500000,6555.000000,768826.093058,471726.315789,50106.105263,-0.000000,0.000000,0.071948,8.438745,5.177735,0.549971,-0.000000,0.000000,13.688429,44.370808,3.121931,13.688429,6.661141,1.461530,22.000000,28.000000,2.000000,319,137,2,293,118,0,347,159,3,8.606979,  2121.104135,    46.055446,   255.000000,     0.000000,     0.000000, 45135.000000,177,2.874332,    65.434710,     8.089172,   124.000000,     0.000000,     0.000000, 15073.000000,1543
81,4.000000,476.000000,2072.000000,6.000000,119.000000,518.000000,1.500000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.787450,0.000000,0.000000,0.000000,0.000000,0.000000,0.787450,0.000000,0.000000,0.787450,0.000000,-0.000000,0.000000,0.000000,2.000000,518,119,2,518,119,0,518,119,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,5.750000,   132.249999,    11.499999,    23.000000,     0.000000,     0.000000,    23.000000,1
82,3372.000000,469808.000000,2048220.000000,5058.000000,139.326215,607.419928,1.500000,4215.000000,246725.380782,314005.162514,149998.078291,-0.000000,0.000000,0.083358,4.879369,6.209929,2.966440,-0.000000,0.000000,11.172657,22.425159,1.792262,11.172657,4.735521,1.214694,22.000000,18.000000,2.000000,607,139,2,589,121,0,623,161,3,8.620996,  2124.662602,    46.094062,   255.000000,     0.000000,     0.000000, 29070.000000,114,2.266014,    37.911713,     6.157248,    56.000000,     0.000000,     0.000000,  7641.000000,988
83,5808.000000,844368.000000,2972100.000000,8712.000000,145.380165,511.725206,1.500000,7260.000000,1503493.429751,358512.595041,70642.743801,0.000000,0.000000,0.069539,14.401223,3.434015,0.676652,0.000000,0.000000,17.904779,50.236431,3.407191,17.904779,7.087766,1.504754,22.000000,36.000000,2.000000,512,145,2,482,123,0,548,165,3,5.619834,  1401.716651,    37.439506,   255.000000,     0.000000,     0.000000, 32640.000000,128,2.685778,    43.999232,     6.633191,    72.000000,     0.000000,     0.000000, 15599.000000,1795
84,1848.000000,256784.000000,310308.000000,2772.000000,138.952380,167.915584,1.500000,2310.000000,46878.831168,128403.809523,-5595.428571,-0.000000,0.000000,0.101861,2.067160,5.662070,-0.246734,-0.000000,0.000000,7.831092,12.430839,1.186025,7.831092,3.525739,1.058517,20.000000,12.000000,2.000000,168,139,2,156,124,0,178,159,3,5.519480,  1377.748402,    37.118033,   255.000000,     0.000000,     0.000000, 10200.000000,40,2.028679,    29.486453,     5.430143,    41.000000,     0.000000,     0.000000,  3749.000000,451
85,248.000000,32572.000000,36472.000000,372.000000,131.338709,147.064516,1.500000,310.000000,1686.967741,1663.548387,378.580645,0.000000,0.000000,0.198957,1.082691,1.067660,0.242971,0.000000,0.000000,2.349308,1.524738,0.218238,2.349308,1.234803,0.602065,6.000000,6.000000,2.000000,147,131,2,141,125,0,152,137,3,4.112903,  1036.051978,    32.187761,   255.000000,     0.000000,     0.000000,  1020.000000,4,3.568548,    41.841435,     6.468495,    36.000000,     0.000000,     0.000000,   885.000000,99
86,1344.000000,183080.000000,570588.000000,2016.000000,136.220238,424.544642,1.500000,1680.000000,48669.321428,37862.809523,-17849.214285,0.000000,0.000000,0.113268,3.281378,2.552782,-1.203427,0.000000,0.000000,5.947429,7.589233,0.784772,5.947429,2.754856,0.922389,11.000000,14.000000,2.000000,425,136,2,411,125,0,437,146,3,5.502232,  1373.816823,    37.065035,   255.000000,     0.000000,     0.000000,  7395.000000,29,2.180803,    33.245766,     5.765914,    53.000000,     0.000000,     0.000000,  2931.000000,393
87,3052.000000,444220.000000,1947036.000000,4578.000000,145.550458,637.954128,1.500000,3815.000000,152485.577981,236147.229357,-4074.935779,-0.000000,0.000000,0.086175,3.444419,5.334210,-0.092046,-0.000000,0.000000,8.864805,19.121286,1.582587,8.864805,4.372789,1.165348,20.000000,15.000000,2.000000,638,146,2,625,126,0,653,163,3,6.099279,  1518.612559,    38.969379,   255.000000,     0.000000,     0.000000, 18615.000000,73,2.625491,    41.780706,     6.463799,    67.000000,     0.000000,     0.000000,  8013.000000,894
